STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAEV,DAEV_ATTRIBUTES,DAWM,DAWM_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,MDEV,MDEV_ATTRIBUTES,MDWM,MDWM_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,SN32,SN32_ATTRIBUTES,SX32,SX32_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV03,WV03_ATTRIBUTES
USW00023065,9/27/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,200,0,17,0,,,,,44,W,10210,W,8940,W,78,W,46,W,,,,,,,1508,X,,,,,,,,,1358,W,67,W,42,W,89,W,,,,,,,,,360,X,340,X,,,,,0,0,,,107,X,148,X,,,100,0,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,9/28/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,217,0,11,0,,,,,28,W,10196,W,8910,W,78,W,47,W,,,,,,,2246,X,,,,,,,,,1423,W,54,W,30,W,89,W,,,,,,,,,230,X,210,X,,,,,0,0,,,76,X,103,X,,,89,0,194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,9/29/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,278,0,78,0,,,,,44,W,10122,W,8872,W,106,W,34,W,,,,,,,1501,X,,,,,,,,,1431,W,48,W,20,W,77,W,,,,,,,,,330,X,330,X,,,,,0,0,,,76,X,98,X,,,89,0,194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,9/30/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,294,0,61,0,,,,,50,W,10135,W,8879,W,106,W,36,W,,,,,,,1432,X,,,,,,,,,1427,W,48,W,20,W,79,W,,,,,,,,,190,X,180,X,,,,,0,0,,,72,X,94,X,,,106,0,217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/1/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,317,0,61,0,,,,,33,W,10095,W,8852,W,111,W,32,W,,,,,,,1135,X,,,,,,,,,1205,W,39,W,10,W,83,W,,,,,,,,,10,X,20,X,,,,,0,0,,,67,X,76,X,,,128,0,228,0,,,,,,,,,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/2/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,311,0,94,0,,,,,17,W,10122,W,8876,W,106,W,36,W,,,,,,,1012,X,,,,,,,,,1043,W,34,W,13,W,61,W,,,,,,,,,350,X,10,X,,,,,0,0,,,72,X,80,X,,,122,0,206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/3/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,0,0,0,267,0,89,0,,,,,50,W,10149,W,8899,W,111,W,46,W,,,,,,,1121,X,,,,,,,,,1021,W,44,W,30,W,64,W,,,,,,,,,330,X,330,X,,,,,0,0,,,107,X,134,X,,,144,0,228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,10/4/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,200,0,67,0,,,,,61,W,10268,W,8987,W,89,W,47,W,,,,,,,641,X,,,,,,,,,641,W,68,W,40,W,89,W,,,,,,,,,360,X,360,X,,,,,0,0,,,107,X,134,X,,,128,0,206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/5/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,222,0,72,0,,,,,94,W,10234,W,8954,W,111,W,73,W,,,,,,,1528,X,,,,,,,,,1527,W,77,W,51,W,100,W,,,,,,,,,150,X,160,X,,,,,0,0,,,130,X,156,X,,,133,0,200,0,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,10/6/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,289,0,128,0,,,,,94,W,10156,W,8899,W,139,W,88,W,,,,,,,1011,X,,,,,,,,,1111,W,53,W,28,W,90,W,,,,,,,,,190,X,190,X,,,,,0,0,,,156,X,206,X,,,133,0,189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/7/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,306,0,156,0,,,,,83,W,10115,W,8872,W,144,W,86,W,,,,,,,1108,X,,,,,,,,,1408,W,41,W,23,W,62,W,,,,,,,,,200,X,200,X,,,,,0,0,,,143,X,179,X,,,150,0,217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/8/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,102,2400,0,0,0,0,194,0,44,0,,,,,44,W,10224,W,8954,W,72,W,72,W,,,,,,,726,X,,,,,,,,,743,W,71,W,52,W,96,W,,,,,,,,,30,X,30,X,,,,,0,0,,,130,X,161,X,,,167,0,233,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,
USW00023065,10/9/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,91,2400,0,0,0,0,56,0,39,0,,,,,39,W,10264,W,8964,W,44,W,45,W,,,,,,,750,X,,,,,,,,,750,W,94,W,92,W,97,W,,,,,,,,,60,X,60,X,,,,,0,0,,,72,X,94,X,,,94,0,178,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,
USW00023065,10/10/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,109,2400,0,T0,0,0,72,0,6,0,,,,,22,W,10183,W,8889,W,33,W,30,W,,,,,,,2247,X,,,,,,,,,2238,W,89,W,74,W,97,W,,,,,,,,,270,X,260,X,,,,,0,0,,,63,X,76,X,,,78,0,94,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,,,,
USW00023065,10/11/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,5,2400,0,0,0,0,117,0,11,0,,,,,17,W,10139,W,8859,W,39,W,37,W,,,,,,,1037,X,,,,,,,,,1035,W,76,W,55,W,89,W,,,,,,,,,40,X,30,X,,,,,0,0,,,116,X,156,X,,,56,0,94,0,,,,,,,,,,,,,,,1,W,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,10/12/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,167,0,6,0,,,,,-6,W,10163,W,8876,W,33,W,34,W,,,,,,,1410,X,,,,,,,,,1410,W,64,W,32,W,86,W,,,,,,,,,310,X,300,X,,,,,0,0,,,80,X,107,X,,,56,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/13/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,161,0,-11,0,,,,,11,W,10163,W,8882,W,44,W,22,W,,,,,,,2254,X,,,,,,,,,2159,W,66,W,39,W,89,W,,,,,,,,,180,X,180,X,,,,,0,0,,,58,X,72,X,,,56,0,122,0,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/14/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,5,2400,0,0,0,0,150,0,22,0,,,,,44,W,10139,W,8855,W,72,W,47,W,,,,,,,1446,X,,,,,,,,,1452,W,73,W,57,W,96,W,,,,,,,,,150,X,160,X,,,,,0,0,,,107,X,143,X,,,56,0,133,0,1,0,,,,,,,,,,,,,1,0,,,,,,,1,X,,,,,1,0,,,,,,,,,,
USW00023065,10/15/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,156,0,83,0,,,,,106,W,10044,W,8788,W,111,W,21,W,,,,,,,2319,X,,,,,,,,,2319,W,91,W,72,W,97,W,,,,,,,,,170,X,180,X,,,,,0,0,,,89,X,103,X,,,56,0,133,0,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,10/16/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,222,0,89,0,,,,,111,W,9963,W,8723,W,128,W,30,W,,,,,,,2008,X,,,,,,,,,2007,W,79,W,46,W,96,W,,,,,,,,,350,X,340,X,,,,,0,0,,,94,X,112,X,,,56,0,139,0,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,10/17/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,74,2400,0,T0,0,0,94,0,6,0,,,,,39,W,10078,W,8822,W,50,W,62,W,,,,,,,742,X,,,,,,,,,751,W,83,W,73,W,93,W,,,,,,,,,360,X,360,X,,,,,0,0,,,112,X,134,X,,,111,0,161,0,1,0,,,1,0,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,1,0,,,,,,
USW00023065,10/18/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,T0,0,0,72,0,-28,0,,,,,-33,W,10200,W,8903,W,-6,W,50,W,,,,,,,350,X,,,,,,,,,349,W,73,W,45,W,92,W,,,,,,,,,350,X,350,X,,,,,0,0,,,103,X,130,X,,,61,0,117,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,1,0,,,,,,
USW00023065,10/19/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,144,0,-11,0,,,,,-17,W,10159,W,8869,W,28,W,51,W,,,,,,,1016,X,,,,,,,,,1015,W,60,W,36,W,82,W,,,,,,,,,320,X,320,X,,,,,0,0,,,134,X,165,X,,,44,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/20/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,8,2400,0,0,0,0,200,0,44,0,,,,,6,W,10061,W,8805,W,61,W,51,W,,,,,,,1557,X,,,,,,,,,1557,W,55,W,25,W,87,W,,,,,,,,,340,X,350,X,,,,,0,0,,,210,X,250,X,,,28,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,10/21/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,3,2400,0,T0,0,0,83,0,-17,0,,,,,-17,W,10098,W,8906,W,11,W,75,W,,,,,,,345,X,,,,,,,,,343,W,75,W,46,W,93,W,,,,,,,,,10,X,360,X,,,,,0,0,,,134,X,165,X,,,50,0,133,0,1,0,,,,,,,,,1,0,,,,,,,,,,,1,X,,,,,1,0,,,1,0,1,X,,,,
USW00023065,10/22/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,117,0,-39,0,,,,,-44,W,10257,W,8950,W,-6,W,40,W,,,,,,,1459,X,,,,,,,,,1458,W,65,W,32,W,85,W,,,,,,,,,310,X,310,X,,,,,0,0,,,94,X,112,X,,,44,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/23/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,194,0,-39,0,,,,,-33,W,10207,W,8910,W,22,W,34,W,,,,,,,2217,X,,,,,,,,,2218,W,55,W,19,W,81,W,,,,,,,,,180,X,180,X,,,,,0,0,,,63,X,76,X,,,39,0,83,0,,,,,,,,,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/24/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,183,0,-6,0,,,,,-6,W,10135,W,8859,W,39,W,29,W,,,,,,,52,X,,,,,,,,,108,W,60,W,28,W,89,W,,,,,,,,,180,X,180,X,,,,,0,0,,,72,X,80,X,,,33,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/25/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,167,0,-22,0,,,,,39,W,10088,W,8815,W,56,W,24,W,,,,,,,2355,X,,,,,,,,,2354,W,79,W,52,W,97,W,,,,,,,,,360,X,360,X,,,,,0,0,,,45,X,58,X,,,39,0,111,0,1,0,1,X,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,,,,,,,,
USW00023065,10/26/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,297,2400,0,0,0,0,89,0,22,0,,,,,44,W,10135,W,8862,W,56,W,86,W,,,,,,,939,X,,,,,,,,,1321,W,90,W,76,W,97,W,,,,,,,,,20,X,20,X,,,,,0,0,,,139,X,174,X,,,50,0,122,0,1,0,1,X,1,0,,,,,,,,,,,,,,,,,1,X,,,,,1,0,,,,,,,,,,
USW00023065,10/27/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,T0,0,0,172,0,6,0,,,,,-11,W,10230,W,8937,W,33,W,71,W,,,,,,,1154,X,,,,,,,,,1128,W,59,W,27,W,82,W,,,,,,,,,350,X,350,X,,,,,0,0,,,130,X,170,X,,,44,0,94,0,,,,,,,,,,,,,,,1,W,,,,,,,,,,,,,,,,,1,0,,,,,,
USW00023065,10/28/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,T0,0,0,217,0,11,0,,,,,-17,W,10179,W,8896,W,44,W,48,W,,,,,,,1125,X,,,,,,,,,1124,W,48,W,17,W,76,W,,,,,,,,,330,X,320,X,,,,,0,0,,,98,X,130,X,,,11,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,
USW00023065,10/29/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,239,0,17,0,,,,,-6,W,10068,W,8801,W,61,W,34,W,,,,,,,1846,X,,,,,,,,,201,W,46,W,15,W,71,W,,,,,,,,,180,X,240,X,,,,,0,0,,,58,X,72,X,,,33,0,106,0,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/30/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,206,0,-44,0,,,,,-28,W,10075,W,8822,W,28,W,69,W,,,,,,,1331,X,,,,,,,,,1057,W,53,W,24,W,79,W,,,,,,,,,360,X,340,X,,,,,0,0,,,139,X,179,X,,,39,0,122,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,10/31/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,28,0,-78,0,,,,,-89,W,10230,W,8916,W,-56,W,26,W,,,,,,,2355,X,,,,,,,,,1636,W,67,W,44,W,88,W,,,,,,,,,30,X,160,X,,,,,0,0,,,54,X,63,X,,,33,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/1/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,61,0,-67,0,,,,,-72,W,10278,W,8960,W,-39,W,25,W,,,,,,,1244,X,,,,,,,,,1134,W,67,W,41,W,82,W,,,,,,,,,360,X,320,X,,,,,0,0,,,72,X,89,X,,,17,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/2/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,111,0,-72,0,,,,,-61,W,10264,W,8954,W,-6,W,53,W,,,,,,,1033,X,,,,,,,,,717,W,56,W,35,W,78,W,,,,,,,,,190,X,200,X,,,,,0,0,,,89,X,112,X,,,6,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/3/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,183,0,-17,0,,,,,-17,W,10176,W,8882,W,28,W,44,W,,,,,,,1024,X,,,,,,,,,1023,W,59,W,30,W,79,W,,,,,,,,,190,X,190,X,,,,,0,0,,,80,X,98,X,,,11,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/4/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,183,0,28,0,,,,,-11,W,10183,W,8906,W,44,W,30,W,,,,,,,2146,X,,,,,,,,,1144,W,52,W,25,W,73,W,,,,,,,,,180,X,360,X,,,,,0,0,,,45,X,63,X,,,28,0,100,0,,,,,,,,,,,,,,,1,W,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/5/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,194,0,22,0,,,,,0,W,10176,W,8899,W,56,W,39,W,,,,,,,2126,X,,,,,,,,,2125,W,51,W,23,W,76,W,,,,,,,,,310,X,320,X,,,,,0,0,,,80,X,112,X,,,56,0,111,0,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/6/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,183,0,33,0,,,,,-11,W,10179,W,8906,W,50,W,43,W,,,,,,,2221,X,,,,,,,,,1212,W,50,W,23,W,73,W,,,,,,,,,260,X,290,X,,,,,0,0,,,72,X,103,X,,,67,0,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/7/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,250,0,56,0,,,,,22,W,10105,W,8838,W,78,W,45,W,,,,,,,1413,X,,,,,,,,,1233,W,48,W,25,W,68,W,,,,,,,,,300,X,330,X,,,,,0,0,,,76,X,103,X,,,61,0,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/8/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,278,0,44,0,,,,,22,W,10034,W,8788,W,78,W,24,W,,,,,,,2325,X,,,,,,,,,2316,W,50,W,18,W,77,W,,,,,,,,,50,X,30,X,,,,,0,0,,,72,X,98,X,,,67,0,139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/9/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,133,0,0,0,,,,,-6,W,10091,W,8822,W,28,W,42,W,,,,,,,1223,X,,,,,,,,,917,W,66,W,37,W,89,W,,,,,,,,,50,X,20,X,,,,,0,0,,,76,X,107,X,,,83,0,161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/10/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,T02400,0,T0,0,0,100,0,-83,0,,,,,-39,W,10234,W,8937,W,-11,W,62,W,,,,,,,1349,X,,,,,,,,,1353,W,77,W,35,W,92,W,,,,,,,,,350,X,340,X,,,,,0,0,,,165,X,206,X,,,61,0,117,0,1,0,,,,,,,,,,,,,,,,,,,,,1,X,,,,,,,,,1,0,,,,,,
USW00023065,11/11/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,139,0,-72,0,,,,,-39,W,10166,W,8859,W,11,W,91,W,,,,,,,1338,X,,,,,,,,,1115,W,57,W,30,W,88,W,,,,,,,,,170,X,200,X,,,,,0,0,,,165,X,206,X,,,33,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/12/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,3,2400,0,0,0,0,94,0,-56,0,,,,,-22,W,10139,W,8866,W,17,W,67,W,,,,,,,1348,X,,,,,,,,,1355,W,67,W,44,W,89,W,,,,,,,,,340,X,340,X,,,,,0,0,,,161,X,179,X,,,22,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,
USW00023065,11/13/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,83,0,-56,0,,,,,-61,W,10142,W,8838,W,-17,W,54,W,,,,,,,1240,X,,,,,,,,,1214,W,63,W,35,W,89,W,,,,,,,,,180,X,180,X,,,,,0,0,,,134,X,174,X,,,33,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/14/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,156,0,-17,0,,,,,-44,W,10037,W,8771,W,17,W,97,W,,,,,,,1912,X,,,,,,,,,1836,W,50,W,24,W,70,W,,,,,,,,,340,X,340,X,,,,,0,0,,,215,X,264,X,,,17,0,78,0,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/15/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,83,0,-72,0,,,,,-94,W,10203,W,8906,W,-33,W,77,W,,,,,,,0,X,,,,,,,,,20,W,51,W,23,W,69,W,,,,,,,,,350,X,340,X,,,,,0,0,,,161,X,201,X,,,28,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/16/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,183,0,-56,0,,,,,-78,W,10115,W,8832,W,17,W,51,W,,,,,,,2221,X,,,,,,,,,2218,W,36,W,17,W,60,W,,,,,,,,,340,X,340,X,,,,,0,0,,,89,X,112,X,,,17,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/17/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,144,0,-44,0,,,,,-44,W,10196,W,8916,W,11,W,42,W,,,,,,,1046,X,,,,,,,,,1045,W,52,W,28,W,73,W,,,,,,,,,10,X,10,X,,,,,0,0,,,94,X,112,X,,,11,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/18/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,89,0,-56,0,,,,,-72,W,10261,W,8957,W,-17,W,37,W,,,,,,,1002,X,,,,,,,,,1407,W,54,W,30,W,75,W,,,,,,,,,160,X,150,X,,,,,0,0,,,76,X,98,X,,,39,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/19/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,128,0,-78,0,,,,,-72,W,10328,W,9018,W,-17,W,35,W,,,,,,,1436,X,,,,,,,,,1436,W,53,W,25,W,78,W,,,,,,,,,350,X,350,X,,,,,0,0,,,89,X,107,X,,,22,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/20/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,167,0,-67,0,,,,,-56,W,10244,W,8937,W,17,W,73,W,,,,,,,1337,X,,,,,,,,,1336,W,44,W,25,W,67,W,,,,,,,,,200,X,200,X,,,,,0,0,,,143,X,183,X,,,17,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/21/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,228,0,-22,0,,,,,-61,W,10186,W,8906,W,28,W,34,W,,,,,,,1911,X,,,,,,,,,2047,W,38,W,13,W,66,W,,,,,,,,,190,X,210,X,,,,,0,0,,,63,X,76,X,,,33,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/22/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,217,0,-17,0,,,,,-56,W,10183,W,8906,W,22,W,34,W,,,,,,,1406,X,,,,,,,,,1401,W,43,W,14,W,66,W,,,,,,,,,40,X,50,X,,,,,0,0,,,80,X,103,X,,,17,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/23/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,206,0,-22,0,,,,,-39,W,10135,W,8859,W,33,W,44,W,,,,,,,2359,X,,,,,,,,,2357,W,43,W,20,W,72,W,,,,,,,,,350,X,360,X,,,,,0,0,,,116,X,161,X,,,44,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00023065,11/24/2006,39.36729,-101.69322,1110.5,GOODLAND RENNER FIELD KS US,0,2400,0,0,0,0,106,0,-39,0,,,,,-78,W,10193,W,8910,W,0,W,41,W,,,,,,,251,X,,,,,,,,,245,W,44,W,23,W,69,W,,,,,,,,,360,X,360,X,,,,,0,0,,,130,X,170,X,,,44,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
