STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00012844,7/4/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",,,,,311,",,0",233,",,0",,,,,,,,,,,,,32,",,X",,,1501,",,X",,,1459,",,W",,,,,,,272,",,W",,,0,",,W",,,150,",,X",150,",,X",,,0,",,0",,,80,",,X",98,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/5/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,328,",,0",222,",,0",,,,,,,,,,,,,29,",,X",,,1716,",,X",,,1437,",,W",,,,,,,278,",,W",,,0,",,W",,,130,",,X",130,",,X",,,0,",,0",,,67,",,X",80,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,
USW00012844,7/6/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,322,",,0",239,",,0",,,,,,,,,,,,,34,",,X",,,1616,",,X",,,1615,",,W",,,,,,,283,",,W",,,0,",,W",,,110,",,X",120,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/7/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,322,",,0",256,",,0",,,,,,,,,,,,,27,",,X",,,1229,",,X",,,1159,",,W",,,,,,,289,",,W",,,0,",,W",,,90,",,X",70,",,X",,,0,",,0",,,63,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/8/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",,,,,322,",,0",239,",,0",,,,,,,,,,,,,22,",,X",,,1946,",,X",,,1945,",,W",,,,,,,283,",,W",,,0,",,W",,,250,",,X",250,",,X",,,0,",,0",,,89,",,X",107,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/9/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",267,",,0,2400",,,,,317,",,0",222,",,0",,,,,,,,,,,,,32,",,X",,,1557,",,X",,,1557,",,W",,,,,,,272,",,W",,,0,",,W",,,270,",,X",270,",,X",,,0,",,0",,,94,",,X",107,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/10/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",5,",,0,2400",,,,,322,",,0",228,",,0",,,,,,,,,,,,,38,",,X",,,1819,",,X",,,1818,",,W",,,,,,,278,",,W",,,0,",,W",,,240,",,X",250,",,X",,,0,",,0",,,103,",,X",130,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/11/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",391,",,0,2400",,,,,317,",,0",228,",,0",,,,,,,,,,,,,31,",,X",,,1352,",,X",,,1351,",,W",,,,,,,272,",,W",,,0,",,W",,,280,",,X",290,",,X",,,0,",,0",,,112,",,X",139,",,X",,,1,",,0",1,",,X",1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/12/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",33,",,0,2400",,,,,328,",,0",233,",,0",,,,,,,,,,,,,35,",,X",,,1339,",,X",,,1705,",,W",,,,,,,283,",,W",,,0,",,W",,,240,",,X",240,",,X",,,0,",,0",,,107,",,X",139,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/13/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",97,",,0,2400",,,,,322,",,0",244,",,0",,,,,,,,,,,,,40,",,X",,,1312,",,X",,,1307,",,W",,,,,,,283,",,W",,,0,",,W",,,250,",,X",270,",,X",,,0,",,0",,,112,",,X",148,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/14/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",142,",,0,2400",,,,,311,",,0",233,",,0",,,,,,,,,,,,,38,",,X",,,1219,",,X",,,1218,",,W",,,,,,,272,",,W",,,0,",,W",,,220,",,X",230,",,X",,,0,",,0",,,116,",,X",139,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/15/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",84,",,0,2400",,,,,311,",,0",228,",,0",,,,,,,,,,,,,17,",,X",,,1710,",,X",,,1711,",,W",,,,,,,272,",,W",,,0,",,W",,,130,",,X",130,",,X",,,0,",,0",,,107,",,X",116,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/16/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,328,",,0",233,",,0",,,,,,,,,,,,,26,",,X",,,1537,",,X",,,1147,",,W",,,,,,,283,",,W",,,0,",,W",,,270,",,X",230,",,X",,,0,",,0",,,67,",,X",89,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,
USW00012844,7/17/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",97,",,0,2400",,,,,322,",,0",217,",,0",,,,,,,,,,,,,21,",,X",,,1449,",,X",,,1509,",,W",,,,,,,272,",,W",,,0,",,W",,,290,",,X",260,",,X",,,0,",,0",,,98,",,X",107,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/18/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",264,",,0,2400",,,,,311,",,0",228,",,0",,,,,,,,,,,,,17,",,X",,,1211,",,X",,,1211,",,W",,,,,,,272,",,W",,,0,",,W",,,270,",,X",270,",,X",,,0,",,0",,,98,",,X",139,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/19/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,322,",,0",228,",,0",,,,,,,,,,,,,21,",,X",,,1617,",,X",,,1526,",,W",,,,,,,278,",,W",,,0,",,W",,,130,",,X",110,",,X",,,0,",,0",,,63,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/20/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",28,",,0,2400",,,,,317,",,0",244,",,0",,,,,,,,,,,,,26,",,X",,,1131,",,X",,,1130,",,W",,,,,,,283,",,W",,,0,",,W",,,130,",,X",130,",,X",,,0,",,0",,,67,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/21/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",91,",,0,2400",,,,,311,",,0",233,",,0",,,,,,,,,,,,,30,",,X",,,1255,",,X",,,1255,",,W",,,,,,,272,",,W",,,0,",,W",,,290,",,X",300,",,X",,,0,",,0",,,125,",,X",143,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/22/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",94,",,0,2400",,,,,289,",,0",222,",,0",,,,,,,,,,,,,50,",,X",,,2019,",,X",,,2020,",,W",,,,,,,256,",,W",,,0,",,W",,,170,",,X",170,",,X",,,0,",,0",,,107,",,X",134,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/23/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",462,",,0,2400",,,,,256,",,0",211,",,0",,,,,,,,,,,,,43,",,X",,,1405,",,X",,,142,",,W",,,,,,,233,",,W",,,,,,,240,",,X",230,",,X",,,0,",,0",,,143,",,X",192,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/24/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",,,,,317,",,0",222,",,0",,,,,,,,,,,,,46,",,X",,,1223,",,X",,,1420,",,W",,,,,,,272,",,W",,,0,",,W",,,130,",,X",130,",,X",,,0,",,0",,,98,",,X",112,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/25/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",,,,,317,",,0",261,",,0",,,,,,,,,,,,,46,",,X",,,1436,",,X",,,1436,",,W",,,,,,,289,",,W",,,,,,,120,",,X",120,",,X",,,0,",,0",,,94,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/26/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",66,",,0,2400",,,,,317,",,0",222,",,0",,,,,,,,,,,,,44,",,X",,,1100,",,X",,,1036,",,W",,,,,,,272,",,W",,,,,,,120,",,X",140,",,X",,,0,",,0",,,89,",,X",103,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,7/27/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",,,,,317,",,0",267,",,0",,,,,,,,,,,,,47,",,X",,,844,",,X",,,1051,",,W",,,,,,,294,",,W",,,,,,,140,",,X",140,",,X",,,0,",,0",,,76,",,X",94,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/28/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,317,",,0",256,",,0",,,,,,,,,,,,,37,",,X",,,1612,",,X",,,1157,",,W",,,,,,,289,",,W",,,0,",,W",,,80,",,X",90,",,X",,,0,",,0",,,67,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/29/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,322,",,0",261,",,0",,,,,,,,,,,,,36,",,X",,,1301,",,X",,,1259,",,W",,,,,,,294,",,W",,,,,,,120,",,X",130,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,7/30/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",,,,,322,",,0",250,",,0",,,,,,,,,,,,,24,",,X",,,1652,",,X",,,1448,",,W",,,,,,,289,",,W",,,0,",,W",,,120,",,X",120,",,X",,,0,",,0",,,63,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,7/31/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,328,",,0",250,",,0",,,,,,,,,,,,,38,",,X",,,1910,",,X",,,1905,",,W",,,,,,,289,",,W",,,,,,,110,",,X",110,",,X",,,0,",,0",,,89,",,X",103,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/1/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",302,",,0,2400",,,,,294,",,0",217,",,0",,,,,,,,,,,,,52,",,X",,,2128,",,X",,,2119,",,W",,,,,,,256,",,W",,,,,,,110,",,X",100,",,X",,,0,",,0",,,143,",,X",170,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/2/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",853,",,0,2400",,,,,272,",,0",222,",,0",,,,,,,,,,,,,55,",,X",,,744,",,X",,,744,",,W",,,,,,,250,",,W",,,0,",,W",,,150,",,X",150,",,X",,,0,",,0",,,156,",,X",192,",,X",,,1,",,0",1,",,X",1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/3/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",399,",,0,2400",,,,,256,",,0",217,",,0",,,,,,,,,,,,,29,",,X",,,134,",,X",,,137,",,W",,,,,,,239,",,W",,,,,,,110,",,X",110,",,X",,,0,",,0",,,89,",,X",103,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/4/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",183,",,0,2400",,,,,306,",,0",228,",,0",,,,,,,,,,,,,36,",,X",,,1947,",,X",,,1930,",,W",,,,,,,267,",,W",,,0,",,W",,,290,",,X",280,",,X",,,0,",,0",,,80,",,X",107,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/5/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",361,",,0,2400",,,,,311,",,0",228,",,0",,,,,,,,,,,,,28,",,X",,,1658,",,X",,,1342,",,W",,,,,,,272,",,W",,,0,",,W",,,250,",,X",260,",,X",,,0,",,0",,,103,",,X",125,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/6/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,311,",,0",233,",,0",,,,,,,,,,,,,30,",,X",,,1419,",,X",,,1418,",,W",,,,,,,272,",,W",,,0,",,W",,,100,",,X",120,",,X",,,0,",,0",,,76,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/7/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,317,",,0",272,",,0",,,,,,,,,,,,,38,",,X",,,1715,",,X",,,1718,",,W",,,,,,,294,",,W",,,0,",,W",,,70,",,X",70,",,X",,,0,",,0",,,63,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/8/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,317,",,0",250,",,0",,,,,,,,,,,,,27,",,X",,,1611,",,X",,,1518,",,W",,,,,,,283,",,W",,,,,,,90,",,X",70,",,X",,,0,",,0",,,67,",,X",76,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/9/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,317,",,0",250,",,0",,,,,,,,,,,,,25,",,X",,,1428,",,X",,,1519,",,W",,,,,,,283,",,W",,,,,,,90,",,X",110,",,X",,,0,",,0",,,58,",,X",67,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,
USW00012844,8/10/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,322,",,0",250,",,0",,,,,,,,,,,,,21,",,X",,,1558,",,X",,,1554,",,W",,,,,,,289,",,W",,,,,,,120,",,X",120,",,X",,,0,",,0",,,63,",,X",72,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/11/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,317,",,0",250,",,0",,,,,,,,,,,,,26,",,X",,,1355,",,X",,,1358,",,W",,,,,,,283,",,W",,,,,,,110,",,X",110,",,X",,,0,",,0",,,72,",,X",80,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/12/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,317,",,0",261,",,0",,,,,,,,,,,,,35,",,X",,,2026,",,X",,,1349,",,W",,,,,,,289,",,W",,,,,,,100,",,X",120,",,X",,,0,",,0",,,63,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/13/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",76,",,0,2400",,,,,322,",,0",256,",,0",,,,,,,,,,,,,31,",,X",,,1543,",,X",,,1543,",,W",,,,,,,289,",,W",,,,,,,100,",,X",100,",,X",,,0,",,0",,,67,",,X",80,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/14/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,328,",,0",250,",,0",,,,,,,,,,,,,22,",,X",,,1612,",,X",,,1611,",,W",,,,,,,289,",,W",,,,,,,110,",,X",110,",,X",,,0,",,0",,,63,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/15/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",53,",,0,2400",,,,,333,",,0",256,",,0",,,,,,,,,,,,,25,",,X",,,1412,",,X",,,1411,",,W",,,,,,,294,",,W",,,,,,,40,",,X",40,",,X",,,0,",,0",,,63,",,X",72,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/16/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",,,,,328,",,0",250,",,0",,,,,,,,,,,,,31,",,X",,,1519,",,X",,,1518,",,W",,,,,,,289,",,W",,,,,,,120,",,X",130,",,X",,,0,",,0",,,72,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/17/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,328,",,0",261,",,0",,,,,,,,,,,,,31,",,X",,,1634,",,X",,,1621,",,W",,,,,,,294,",,W",,,,,,,120,",,X",110,",,X",,,0,",,0",,,67,",,X",80,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/18/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,322,",,0",256,",,0",,,,,,,,,,,,,34,",,X",,,1246,",,X",,,1324,",,W",,,,,,,289,",,W",,,,,,,110,",,X",120,",,X",,,0,",,0",,,67,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/19/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,328,",,0",267,",,0",,,,,,,,,,,,,35,",,X",,,1358,",,X",,,1335,",,W",,,,,,,300,",,W",,,,,,,110,",,X",120,",,X",,,0,",,0",,,67,",,X",80,",,X",,,,,,,1,",,0",,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,
USW00012844,8/20/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",,,,,328,",,0",261,",,0",,,,,,,,,,,,,30,",,X",,,1324,",,X",,,1232,",,W",,,,,,,294,",,W",,,,,,,120,",,X",120,",,X",,,0,",,0",,,63,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/21/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",109,",,0,2400",,,,,317,",,0",233,",,0",,,,,,,,,,,,,20,",,X",,,1600,",,X",,,1559,",,W",,,,,,,278,",,W",,,,,,,330,",,X",330,",,X",,,0,",,0",,,89,",,X",130,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/22/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",,,,,317,",,0",239,",,0",,,,,,,,,,,,,26,",,X",,,2214,",,X",,,2213,",,W",,,,,,,278,",,W",,,0,",,W",,,120,",,X",110,",,X",,,0,",,0",,,67,",,X",76,",,X",,,,,,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/23/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,322,",,0",239,",,0",,,,,,,,,,,,,31,",,X",,,1440,",,X",,,1632,",,W",,,,,,,283,",,W",,,0,",,W",,,50,",,X",60,",,X",,,0,",,0",,,76,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/24/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,322,",,0",239,",,0",,,,,,,,,,,,,27,",,X",,,1611,",,X",,,1601,",,W",,,,,,,283,",,W",,,0,",,W",,,80,",,X",80,",,X",,,0,",,0",,,63,",,X",76,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/25/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,333,",,0",239,",,0",,,,,,,,,,,,,18,",,X",,,1538,",,X",,,1537,",,W",,,,,,,289,",,W",,,0,",,W",,,70,",,X",80,",,X",,,0,",,0",,,58,",,X",67,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012844,8/26/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,339,",,0",250,",,0",,,,,,,,,,,,,31,",,X",,,1738,",,X",,,1737,",,W",,,,,,,294,",,W",,,0,",,W",,,10,",,X",10,",,X",,,0,",,0",,,80,",,X",98,",,X",,,1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,
USW00012844,8/27/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",,,,,317,",,0",244,",,0",,,,,,,,,,,,,30,",,X",,,1409,",,X",,,1409,",,W",,,,,,,283,",,W",,,0,",,W",,,10,",,X",20,",,X",,,0,",,0",,,67,",,X",80,",,X",,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,,,1,",,X",,,1,",,0",,,,,,,,,,
USW00012844,8/28/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,",,0,2400",,,,,322,",,0",233,",,0",,,,,,,,,,,,,26,",,X",,,1231,",,X",,,1311,",,W",,,,,,,278,",,W",,,0,",,W",,,70,",,X",60,",,X",,,0,",,0",,,63,",,X",76,",,X",,,1,",,0",,,,,,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,,,,,,,,,,
USW00012844,8/29/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",0,"T,,0,2400",,,,,333,",,0",256,",,0",,,,,,,,,,,,,32,",,X",,,1226,",,X",,,1602,",,W",,,,,,,294,",,W",,,0,",,W",,,140,",,X",140,",,X",,,0,",,0",,,76,",,X",89,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
USW00012844,8/30/2001,26.6851,-80.09918,3.5,"WEST PALM BEACH INTERNATIONAL AIRPORT, FL US",3,",,0,2400",,,,,328,",,0",272,",,0",,,,,,,,,,,,,39,",,X",,,627,",,X",,,626,",,W",,,,,,,300,",,W",,,0,",,W",,,160,",,X",150,",,X",,,0,",,0",,,80,",,X",94,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,
